"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"537",2009,"Kansas","Female Breast",21.4,370,1428139
"538",2009,"Kentucky","Female Breast",23.3,614,2193136
"539",2009,"Louisiana","Female Breast",25.6,661,2295199
"540",2009,"Maine","Female Breast",21.3,195,678694
"541",2009,"Maryland","Female Breast",23.4,798,2960001
"542",2009,"Massachusetts","Female Breast",22.4,949,3365859
"543",2009,"Michigan","Female Breast",22.9,1418,5044338
"544",2009,"Minnesota","Female Breast",21.3,683,2659958
"545",2009,"Mississippi","Female Breast",24.5,424,1522000
"546",2009,"Missouri","Female Breast",23.2,861,3042021
"547",2009,"Montana","Female Breast",22.9,146,490122
"548",2009,"Nebraska","Female Breast",19.4,216,913619
"549",2009,"Nevada","Female Breast",24,333,1327618
"550",2009,"New Hampshire","Female Breast",17.7,147,666875
"551",2009,"New Jersey","Female Breast",24,1348,4493506
"552",2009,"New Mexico","Female Breast",21.9,262,1031238
"553",2009,"New York","Female Breast",22,2691,9966620
"554",2009,"North Carolina","Female Breast",21.2,1183,4846501
"555",2009,"North Dakota","Female Breast",20.4,88,329674
"556",2009,"Ohio","Female Breast",23.6,1745,5902018
"557",2009,"Oklahoma","Female Breast",21,464,1878034
"558",2009,"Oregon","Female Breast",18.9,454,1923209
"559",2009,"Pennsylvania","Female Breast",23.7,2123,6497024
"560",2009,"Rhode Island","Female Breast",20.6,146,544764
"561",2009,"South Carolina","Female Breast",22.1,618,2357030
"562",2009,"South Dakota","Female Breast",18,96,403198
"563",2009,"Tennessee","Female Breast",23.3,893,3231769
"564",2009,"Texas","Female Breast",21.2,2599,12500150
"565",2009,"United States","Female Breast",22.2,40676,155964075
"566",2009,"Utah","Female Breast",20.2,227,1355509
"567",2009,"Vermont","Female Breast",20,77,317128
"568",2009,"Virginia","Female Breast",24.2,1095,4037895
"569",2009,"Washington","Female Breast",20.8,791,3343920
"570",2009,"West Virginia","Female Breast",22.9,292,937434
